,0
0,1.365998387336731
1,15.213845252990723
2,4.136227607727051
3,6.152052402496338
4,2.0259125232696533
5,2.4145195484161377
6,1.0747065544128418
7,1.6119927167892456
8,1.399174451828003
9,1.4534145593643188
10,1.8376550674438477
11,1.5786793231964111
12,1.5749733448028564
13,2.091559410095215
14,1.2129219770431519
15,1.2089757919311523
16,1.306084394454956
17,1.162314772605896
18,1.838642954826355
19,1.5171135663986206
20,1.8358182907104492
21,1.3178892135620117
22,1.1278144121170044
23,1.3577438592910767
24,1.4949231147766113
25,1.8158516883850098
26,1.5711686611175537
27,1.5226686000823975
28,1.6075571775436401
29,1.559045433998108
30,1.3666846752166748
31,1.3062281608581543
32,1.226523756980896
33,1.5592706203460693
34,1.9366750717163086
35,1.3270275592803955
36,1.40274977684021
37,1.4496698379516602
38,1.4352282285690308
39,1.9540281295776367
40,1.0579988956451416
41,1.4427392482757568
42,1.2283871173858643
43,1.1664122343063354
44,1.4711928367614746
45,1.443840742111206
46,1.35517156124115
47,1.5488266944885254
48,1.5784833431243896
49,1.5387048721313477
50,1.5308014154434204
51,1.1540613174438477
52,1.375870704650879
53,1.3107614517211914
54,1.3069490194320679
55,1.4117048978805542
56,1.225132942199707
57,1.2893646955490112
58,1.3037385940551758
59,1.6839908361434937
60,1.2231254577636719
61,0.9822887778282166
62,1.3725993633270264
63,1.665494441986084
64,1.6761044263839722
65,1.611929178237915
66,1.5324252843856812
67,1.5092723369598389
68,1.3113205432891846
69,1.5041958093643188
70,1.458814024925232
71,1.754764199256897
72,1.4290882349014282
73,1.4521373510360718
74,1.366182565689087
75,1.3593337535858154
76,0.9803895950317383
77,1.1296064853668213
78,0.9292425513267517
79,1.017827033996582
80,1.5045645236968994
81,1.3964492082595825
82,1.6214046478271484
83,1.660624623298645
84,0.9912382364273071
85,1.5710090398788452
86,1.9615235328674316
87,1.5069700479507446
88,1.1722636222839355
89,1.2259082794189453
90,1.4625952243804932
91,1.4683809280395508
92,1.2447924613952637
93,1.286638855934143
94,1.8697184324264526
95,1.60489022731781
96,1.6162344217300415
97,1.742913007736206
98,1.1588671207427979
99,1.5741701126098633
100,1.4714553356170654
101,1.6271297931671143
102,1.5550072193145752
103,1.2418076992034912
104,1.544996738433838
105,1.2223261594772339
106,1.4656956195831299
107,1.3057026863098145
108,1.336774468421936
109,1.515629768371582
110,1.5679597854614258
111,1.6055476665496826
112,1.222602128982544
113,1.4255648851394653
114,1.24278724193573
115,1.1924930810928345
116,1.3947243690490723
117,1.4807933568954468
118,1.21751070022583
119,1.1820253133773804
120,1.284861445426941
121,1.1478571891784668
122,0.9365642070770264
123,1.3025908470153809
124,1.257654070854187
125,1.748687744140625
126,1.038416862487793
127,1.75688898563385
128,1.6418622732162476
129,1.3905736207962036
130,1.4626190662384033
131,1.1405630111694336
132,1.2210488319396973
133,1.1897120475769043
134,0.9779796600341797
135,1.1660206317901611
136,1.2945561408996582
137,1.2213497161865234
138,1.3335977792739868
139,1.2118381261825562
140,1.2187639474868774
141,1.0223394632339478
142,1.1242579221725464
143,1.5298997163772583
144,1.214699387550354
145,1.2173616886138916
146,1.1890416145324707
147,0.8272541165351868
148,1.1809310913085938
149,1.1429567337036133
150,1.3432966470718384
151,0.9833836555480957
152,1.2722549438476562
153,1.2945692539215088
154,0.9969598650932312
155,1.1394261121749878
156,1.0521228313446045
157,0.8516256809234619
158,1.113581657409668
159,1.0049781799316406
160,1.0382401943206787
161,1.1735671758651733
162,1.1104578971862793
163,1.3488070964813232
164,1.3022723197937012
165,0.9342263340950012
166,0.7698448300361633
167,0.713627815246582
168,0.913409948348999
169,1.2189706563949585
170,1.0296862125396729
171,0.971166729927063
172,0.7464851140975952
173,1.387263298034668
174,0.8912994861602783
175,1.2089805603027344
176,1.0860035419464111
177,1.0229216814041138
178,1.3656070232391357
179,1.0974501371383667
180,0.957381546497345
181,0.8755406737327576
182,0.8117989301681519
183,1.5138107538223267
184,1.0310897827148438
185,1.1046345233917236
186,0.802125096321106
187,0.9652504324913025
188,0.914411723613739
189,1.1189121007919312
190,1.2075915336608887
191,0.8039029836654663
192,1.0383617877960205
193,0.6497203707695007
194,1.510674238204956
195,1.4654350280761719
196,1.0156711339950562
197,1.3993299007415771
198,1.2130249738693237
199,1.574303150177002
200,1.6172244548797607
201,1.3264540433883667
202,1.1544190645217896
203,1.1472399234771729
204,0.884872555732727
205,1.2120693922042847
206,1.3789156675338745
207,1.3823518753051758
208,0.7635685205459595
209,0.9997920989990234
210,0.8638473749160767
211,1.1099530458450317
212,0.9953086376190186
213,0.8638257384300232
214,1.5924687385559082
215,1.6027626991271973
216,1.0565026998519897
217,1.3017644882202148
218,0.7113038301467896
219,1.5087316036224365
220,1.1162109375
221,0.8110964298248291
222,1.2495893239974976
223,1.03334379196167
224,1.1110161542892456
225,1.1813565492630005
226,0.77836674451828
227,0.9732351303100586
228,1.095123529434204
229,1.143845558166504
230,1.1520594358444214
231,0.931249737739563
232,1.0098754167556763
233,0.8594484925270081
234,0.8590556383132935
235,1.108958125114441
236,1.0795323848724365
237,1.1322017908096313
238,0.8603241443634033
239,1.3754215240478516
240,0.9157578945159912
241,1.038416862487793
242,1.412552833557129
243,0.8440199494361877
244,1.0196384191513062
245,1.0119231939315796
246,1.1880836486816406
247,0.7982527613639832
248,1.5510942935943604
249,0.7484591603279114
250,1.2942289113998413
251,1.1191802024841309
252,1.0082321166992188
253,0.9378716945648193
254,1.0770878791809082
255,1.271830439567566
256,0.965331494808197
257,0.6366047263145447
258,0.733385443687439
259,1.3586068153381348
260,1.5207008123397827
261,0.9710983633995056
262,0.9798044562339783
263,1.8365222215652466
264,1.2722687721252441
265,0.8814632296562195
266,0.9697009921073914
267,1.04451322555542
268,1.0906604528427124
269,0.8466771245002747
270,1.1045963764190674
271,0.7998330593109131
272,1.4789485931396484
273,1.3341381549835205
274,1.140565276145935
275,1.2451741695404053
276,0.7600029110908508
277,0.6363474726676941
278,0.7357462644577026
279,0.9241737127304077
280,0.9658448696136475
281,0.9385140538215637
282,0.8826917409896851
283,0.6951314806938171
284,0.7120852470397949
285,1.0981299877166748
286,1.468730092048645
287,0.8634675741195679
288,1.1795116662979126
289,1.1327720880508423
290,0.8993004560470581
291,1.2628613710403442
292,0.6880179047584534
293,1.1473497152328491
294,1.1574783325195312
295,1.0051238536834717
296,0.9012556076049805
297,0.6450436115264893
298,0.7256947159767151
299,0.7032121419906616
300,1.650769829750061
301,1.226708173751831
302,0.7561660408973694
303,1.283751130104065
304,1.2472953796386719
305,0.9160451889038086
306,1.2946397066116333
307,1.234710931777954
308,0.7779165506362915
309,0.8749160766601562
310,0.7709273099899292
311,0.8472678661346436
312,1.1074919700622559
313,0.9393506050109863
314,1.3065834045410156
315,0.8906348943710327
316,0.984829306602478
317,0.713040828704834
318,1.0445919036865234
319,1.0608423948287964
320,1.598198413848877
321,1.0073883533477783
322,0.5771613121032715
323,0.7940017580986023
324,0.6884282827377319
325,1.154782772064209
326,1.2788619995117188
327,0.7198904156684875
328,0.9881616830825806
329,0.9096221327781677
330,0.9137664437294006
