,0
0,1.4835357666015625
1,1.8609014749526978
2,2.681382179260254
3,2.2958872318267822
4,1.9693604707717896
5,1.6878979206085205
6,1.9321062564849854
7,1.7644685506820679
8,1.4093599319458008
9,1.5516889095306396
10,1.4447927474975586
11,1.17569100856781
12,1.6211682558059692
13,1.334378719329834
14,1.2505767345428467
15,1.4990019798278809
16,1.5208944082260132
17,1.4540003538131714
18,1.2569156885147095
19,1.370816946029663
20,1.2121878862380981
21,1.4305437803268433
22,1.499035358428955
23,1.3194860219955444
24,1.669171929359436
25,1.8793823719024658
26,1.2484989166259766
27,1.7328054904937744
28,1.195174217224121
29,1.4368388652801514
30,1.4178236722946167
31,1.4756801128387451
32,1.2119873762130737
33,1.3557710647583008
34,1.6381144523620605
35,1.1233348846435547
36,1.3702389001846313
37,1.354675531387329
38,1.1862115859985352
39,1.4507884979248047
40,1.3064621686935425
41,1.231144666671753
42,1.56412935256958
43,1.3168070316314697
44,1.5688421726226807
45,1.118398904800415
46,1.4097318649291992
47,1.160386323928833
48,0.9958027005195618
49,1.6667770147323608
50,0.9990764856338501
51,1.1543071269989014
52,1.2041116952896118
53,1.4223766326904297
54,1.4553322792053223
55,1.2558400630950928
56,1.3362246751785278
57,1.2251337766647339
58,1.1637425422668457
59,1.088142991065979
60,1.2015917301177979
61,1.217713475227356
62,1.2609338760375977
63,1.3633203506469727
64,1.1188899278640747
65,1.35774564743042
66,1.265754222869873
67,1.4262975454330444
68,1.514846920967102
69,1.1303709745407104
70,0.9713619947433472
71,1.3782836198806763
72,1.1806933879852295
73,1.0480380058288574
74,1.261586308479309
75,0.9513434767723083
76,1.2324241399765015
77,0.8858898282051086
78,1.5903313159942627
79,1.0309782028198242
80,1.3031625747680664
81,1.3176051378250122
82,1.3359655141830444
83,1.287808895111084
84,1.4785284996032715
85,1.5059959888458252
86,1.6378579139709473
87,1.446634292602539
88,0.9852456450462341
89,1.165654182434082
90,1.0930899381637573
91,1.0886750221252441
92,1.1538188457489014
93,1.1487151384353638
94,1.4701273441314697
95,1.174852728843689
96,1.0408852100372314
97,0.8528779745101929
98,1.3411909341812134
99,1.159705638885498
100,1.0291423797607422
101,1.312325119972229
102,1.191690444946289
103,1.3922793865203857
104,1.1764336824417114
105,1.0373599529266357
106,1.3925044536590576
107,0.9755442142486572
108,1.2983543872833252
109,1.3223183155059814
110,1.1584136486053467
111,1.005201816558838
112,1.0202401876449585
113,0.9427521824836731
114,0.9953330159187317
115,1.2794077396392822
116,1.0331637859344482
117,1.0135440826416016
118,1.085275411605835
119,1.2546942234039307
120,1.1970350742340088
121,1.2160130739212036
122,1.183050274848938
123,1.1561930179595947
124,1.458053708076477
125,0.9372188448905945
126,1.1221777200698853
127,1.171025037765503
128,1.3470591306686401
129,1.2155351638793945
130,1.5395417213439941
131,0.9944601058959961
132,1.2786527872085571
133,1.129410982131958
134,1.5137838125228882
135,1.132900595664978
136,1.3090260028839111
137,1.1541216373443604
138,1.0437384843826294
139,0.9740966558456421
140,0.9942170977592468
141,1.358038306236267
142,1.0092339515686035
143,0.8738785982131958
144,0.7972468137741089
145,1.026241421699524
146,1.4993162155151367
147,1.1263445615768433
148,1.562449336051941
149,1.1963266134262085
150,1.179998755455017
151,1.154776930809021
152,0.9418860077857971
153,1.276803970336914
154,0.925769567489624
155,1.0120301246643066
156,1.0445719957351685
157,1.3042269945144653
158,1.0650972127914429
159,1.191311240196228
160,1.060656189918518
161,1.1779215335845947
162,1.1301090717315674
163,1.100450873374939
164,1.1701793670654297
165,1.2302435636520386
166,1.0836952924728394
167,1.386730432510376
168,1.3975751399993896
169,1.2088677883148193
170,1.2297534942626953
171,1.2391904592514038
172,0.9758458137512207
173,1.1614278554916382
174,1.2965401411056519
175,1.3440546989440918
176,1.1053823232650757
177,1.3356139659881592
178,1.1940524578094482
179,1.3615669012069702
180,1.2199684381484985
181,1.1925519704818726
182,1.4660090208053589
183,1.052582025527954
184,1.1955180168151855
185,1.183110237121582
186,1.188057541847229
187,1.1577117443084717
188,1.060949683189392
189,1.0332591533660889
190,1.201738953590393
191,0.9329333305358887
192,1.2107340097427368
193,1.0776399374008179
194,1.2312407493591309
