,pet_original_glrlm_RunLengthNonUniformityNormalized,ct_original_glrlm_RunEntropy,pet_original_gldm_LargeDependenceEmphasis,ct_original_gldm_DependenceVariance,pet_original_firstorder_Minimum,pet_original_glcm_Imc1,ct_original_glcm_Imc2,pet_original_glcm_Idn,ct_original_firstorder_Entropy,ct_original_firstorder_10Percentile,ct_original_firstorder_Minimum,ct_original_firstorder_MeanAbsoluteDeviation,pet_original_gldm_SmallDependenceEmphasis,pet_original_glcm_Id,pet_original_firstorder_10Percentile,ct_original_firstorder_Uniformity,ct_original_glszm_GrayLevelNonUniformityNormalized,pet_original_glcm_Idmn,pet_original_glrlm_RunEntropy,ct_original_glszm_SmallAreaEmphasis,ct_original_glszm_GrayLevelVariance,pet_original_glcm_Correlation,pet_original_glszm_SmallAreaLowGrayLevelEmphasis,ct_original_glcm_DifferenceVariance,ct_original_gldm_DependenceEntropy,ct_original_firstorder_Variance,pet_original_glcm_Contrast,pet_original_glcm_InverseVariance,pet_original_gldm_LowGrayLevelEmphasis,pet_original_ngtdm_Contrast,pet_original_glrlm_LongRunEmphasis,ct_original_glcm_Correlation,ct_original_gldm_LargeDependenceHighGrayLevelEmphasis,pet_original_glszm_SmallAreaEmphasis,pet_original_gldm_DependenceVariance,ct_original_glszm_SmallAreaLowGrayLevelEmphasis,ct_original_ngtdm_Strength,ct_original_glcm_MCC,ct_original_ngtdm_Complexity,ct_original_glcm_Id,ct_original_ngtdm_Busyness,ct_original_firstorder_InterquartileRange,ct_original_glszm_ZoneEntropy,ct_original_ngtdm_Coarseness,ct_original_glcm_Autocorrelation,pet_original_glszm_SizeZoneNonUniformityNormalized,pet_original_firstorder_Uniformity,pet_original_ngtdm_Complexity,pet_original_gldm_DependenceNonUniformityNormalized,ct_original_firstorder_Mean,pet_original_firstorder_90Percentile,ct_original_gldm_LargeDependenceLowGrayLevelEmphasis,ct_original_firstorder_Maximum,pet_original_glszm_LargeAreaEmphasis,ct_original_firstorder_Kurtosis,ct_original_glszm_SizeZoneNonUniformity,ct_original_glcm_Contrast,pet_original_gldm_GrayLevelNonUniformity,pet_original_glrlm_LongRunHighGrayLevelEmphasis,pet_original_ngtdm_Strength,ct_original_glszm_HighGrayLevelZoneEmphasis,ct_original_glrlm_RunLengthNonUniformity,ct_original_glrlm_ShortRunHighGrayLevelEmphasis,ct_original_glrlm_LongRunLowGrayLevelEmphasis,ct_original_gldm_LargeDependenceEmphasis,pet_original_firstorder_Maximum,ct_original_glcm_Imc1,pet_original_gldm_DependenceNonUniformity,pet_original_glszm_LargeAreaHighGrayLevelEmphasis,pet_original_ngtdm_Busyness,ct_original_glcm_ClusterProminence,ct_original_glrlm_LongRunHighGrayLevelEmphasis,pet_original_glcm_Imc2,pet_original_glrlm_ShortRunLowGrayLevelEmphasis,pet_original_glszm_LowGrayLevelZoneEmphasis,ct_original_firstorder_Energy,ct_original_gldm_SmallDependenceLowGrayLevelEmphasis,pet_original_glszm_GrayLevelNonUniformity,label
159,0.6161583082682203,0.7364658705531673,0.1771314360843836,0.7279748995267469,0.08108108108108109,0.8230960936310057,0.9999999999999999,0.5746741874938355,0.570727507435533,0.0,0.0,0.9037155712012437,0.058479455415494985,0.44152334961938067,0.11320754716981132,0.30770920570259824,0.2741268881215129,0.7444193645865322,0.5418786002334617,0.2744589989787303,0.13535187226867482,0.5889312489480307,0.1205361321671904,0.037731900082092554,0.800492539269724,0.4491234917192819,0.1249500617903267,0.7008846124964151,0.6112508843776464,0.19205114996232697,0.01923922771091443,1.0,0.17015182759121117,0.33129312056980487,0.31156801165835446,0.12107045372196136,0.1069046330471318,0.9925075319101708,0.020803787570185295,0.964827901594146,0.013489614010987583,0.8493150684931505,0.8180887413896674,0.012773760797898236,0.1599536192476258,0.10294879025632546,0.3090392849948856,0.07198790793925651,0.10994385828484349,0.12330839561747092,0.2934065934065939,0.389299386227998,0.5267857142857143,0.00017958398242152578,0.00040834489274585006,0.02391996468479186,0.007498805756677575,0.02492161143273525,0.08020884818437984,0.008096293374706505,0.1630930578112581,0.04127568627999598,0.20475891686018136,0.08428806084710973,0.5437293680907984,0.43043478260869567,0.0,0.04748051637441649,0.00020426052756740084,0.08038877925063026,0.012622996081776045,0.029055667711982768,0.5908206186095332,0.5960083191449046,0.4823190907138756,0.018478509134559284,0.051114546707459664,0.048495335660375366,2
163,0.6081384183543701,0.6905772666439187,0.19319694458927594,0.513871758537886,0.1891891891891892,0.7499195533073212,0.3576423230658141,0.753672523716372,0.10386842388777355,0.6464646464646465,0.0449438202247191,0.04941854085931902,0.056169111276326476,0.3739189374905152,0.6981132075471698,0.9293527731283586,0.19194214246357044,0.9338267198225285,0.745915961043836,0.3632629662211963,0.11936480761079213,0.7408392318610891,0.28055079480825623,0.02579202089597194,0.4825541815168792,0.014827110091051953,0.14428376420286507,0.7879138621998178,0.05424042532115654,0.07044679010471849,0.02178365772601106,0.6637067318798313,0.5325104527571629,0.4994110102319546,0.33844947808321474,0.18244156498935385,0.007456035008548561,0.5982714836402295,0.0079612261873996,0.980170813177209,0.05244497666753063,0.0273972602739726,0.8062186946266339,0.0021935752529293213,0.367804684194841,0.21600923139962075,0.14048322487356785,0.41748275414276703,0.08225526663073016,0.5075635436623072,0.565934065934066,0.08597414749845605,0.3883928571428572,0.0016127487901524853,0.13264945671041073,0.04439678193350326,0.005018515054422892,0.09836102096897417,0.311324379540228,0.010917005869203777,0.2182791517962533,0.08659056277106625,0.18266493068291098,0.029575104804917856,0.7480159049512434,1.0,0.6146764970420658,0.2609647785471799,0.00479353530183668,0.042967820508175616,0.0005270327550058021,0.14980023186089525,0.7493606492769611,0.04232256174082631,0.20600946860654745,0.2836659301601724,0.006894195160592682,0.09909103997798392,2
165,0.3765841749179449,0.8984603165161575,0.3714510379536087,0.7042025788858742,0.1891891891891892,0.6800580407614409,0.5945335928129568,0.6677817784512694,0.39661548602472635,0.6565656565656566,0.0449438202247191,0.16836563096027762,0.01528843670442219,0.5369260505525326,0.2641509433962264,0.6322415206643799,0.3970140130088391,0.8422956002653086,0.7880125669843727,0.652909862032552,0.14785307008135637,0.7480810395771271,0.07551000823912601,0.13005371354115414,0.5612944667603517,0.06612680846064803,0.07248958861928896,0.6971445564668676,0.41032909042468835,0.14409334474520277,0.057889708317039976,0.6737139656280999,0.558278028797749,0.3134461245318142,0.4271421345277305,0.1794267980086509,0.0006135894830548835,0.619787823514412,0.044318878642435604,0.8775055732697218,0.3823880524168866,0.0136986301369863,0.5799874915826402,0.00025222437915019106,0.37342975845825216,0.09461279747694527,0.21077640375906564,0.049750434285470616,0.045185815800716095,0.528133933041284,0.3296703296703297,0.0932591423987302,0.3973214285714286,0.0759663590157859,0.03132021207712864,0.2582196264035043,0.028588998763479645,0.15556564282481578,0.23374524829890683,0.0009556871227841044,0.3160564911122117,0.16690067899241867,0.3108111800478351,0.04712534348118151,0.7754733920943219,0.4043478260869566,0.7056544735548076,0.2744428461607213,0.09585015030996491,0.2707904558142777,0.002953762109014016,0.2228123336373106,0.7577335277039774,0.32809421961567775,0.10551530773343983,0.3951254506519824,0.01822436552994315,0.05545437189834959,1
166,0.23850502704377502,1.0,0.597606059126702,0.4735174602843257,0.13513513513513514,0.5937862341844328,0.6798304383585241,0.7596005436333395,0.20730958767892432,0.6767676767676768,0.10112359550561797,0.04923884423817703,0.009038558202810854,0.7132292454367506,0.24528301886792453,0.8131980855679448,0.21423662023544082,0.8704758632477141,0.8111941746283622,0.5141244875997357,0.1372154113240449,0.7442922086177177,0.1465501348003032,0.02020311935533705,0.30186686031016435,0.015463367368204462,0.038147755903027734,0.4651431451439965,0.5397971663514647,0.09355618705931446,0.1528682985624774,0.8821488333758292,0.6815147309672529,0.2518374650230201,0.6870954460592031,0.1603015143935534,0.01021023349659141,0.8973506072084693,0.01826291935558827,0.9822161042888996,0.08707160322694349,0.0,0.8208402449207284,0.0008234595524678106,0.3875899902047979,0.06378432614801684,0.34914757163740767,0.025354660197251227,0.02322457789816934,0.5312196155547777,0.2142857142857143,0.10519149469097223,0.7276785714285714,0.23731336413799228,0.08992329799422069,0.26506165677545895,0.003925717627545078,0.5491459253744984,0.3725855755337541,0.00011366570738149555,0.33928225337554097,0.14845327185527477,0.28354812838900334,0.12933858925886715,0.9304257533608232,0.3173913043478261,0.19534049352038163,0.6146410737142358,0.2195447975227089,1.0,0.0008260636965469302,0.6362060895783213,0.7519583259853868,0.40507421111734976,0.477888463000155,1.0,0.003289363512263674,0.11107893827644169,1
169,0.0759815509294359,0.6861013877575788,0.7613531577435337,0.6867809578323821,0.05405405405405406,0.8812811807179886,0.8192216764344847,0.9895383687800807,0.590700962797677,0.14141414141414144,0.0449438202247191,0.6297616140215092,0.0032826556702188316,0.9924666482498845,0.05660377358490566,0.2979088913032642,0.3990439047227291,0.9889331240999715,0.6045647765895035,0.6188928233246122,0.03878300166902804,0.32547143324465866,0.09745908746570787,0.26667930598398604,0.8091791931610224,0.24211993605246088,0.0009345623817171635,0.012576859142599612,0.9973176500174925,0.00013356132874579925,0.2673776839751156,0.8147027544614021,0.2650335250016486,0.2859224425331275,0.577234313278959,0.30885998752417687,0.0040625348134220056,0.7406402365995095,0.020929221011130025,0.8002442097711818,0.14545453196896835,0.6438356164383561,0.4611423762632209,0.002913480605968227,0.23014026970637874,0.37058776869992877,0.9924459613701961,7.357884515704256e-05,0.11655708688017205,0.32148088140399456,0.03296703296703297,0.17992285674629394,0.18750000000000003,0.0197762571991987,0.0006631895089984643,0.028629978349529225,0.06361823028163179,0.036509575343701486,0.1869267531810039,0.04163210547490478,0.08919019316493311,0.02971465220568396,0.18058876049007777,0.03475143994254576,0.4913351484700522,0.03478260869565218,0.5844535115031679,0.02877062872607853,0.006723903585428888,0.0025435224751317077,0.007361178022253029,0.041073570630793775,0.07109707400674029,0.29148862322954744,0.6973893834618424,0.017389522833100395,0.06277757999677204,0.0019039513294560814,0
170,0.5069292469351603,0.859614295067185,0.26906798969418366,0.7289862447239197,0.16216216216216217,0.5845086463551725,0.4982078527670081,0.766693545181758,0.2763486963732652,0.5353535353535354,0.0449438202247191,0.15430577803621273,0.028734527614246018,0.4205724025614239,0.22641509433962265,0.756610444146792,0.18338999395580402,0.9309744933533315,0.8663627182822464,0.5931329214964386,0.15952834634403262,0.8895410786299183,0.07081723449805692,0.08399644213443845,0.4401162529468133,0.047218140366127447,0.1526905221549037,0.7074522686406334,0.43464004232940445,0.09705314812695537,0.036941917542234824,0.6240150634195198,0.5765196050422476,0.3303966217628219,0.3831701873808563,0.4943690213222057,0.001036208530714425,0.5545209993751868,0.03097101411383862,0.9265366677347638,0.2860447305160117,0.0410958904109589,0.7512834574032745,0.00035764490416925407,0.35202087266763166,0.08469014155155606,0.13706821862488267,0.36283753186652956,0.06281369416301189,0.47331252229854054,0.521978021978022,0.09575598402439418,0.3928571428571429,0.01884323677265276,0.02762012157085728,0.26622710494765184,0.017359320514834797,0.13442390945816837,0.2376781416005361,0.013633360937131238,0.16705230202376314,0.16446628670855473,0.22589115811664334,0.05913039457219655,0.8148153612052705,1.0,0.7092351638359078,0.32703849549756137,0.023790461724802384,0.08515108345344144,0.0011297471088927721,0.2801467816732733,0.912296808834146,0.3033021365823128,0.15136236522875085,0.3594932175884564,0.033187176434442536,0.04152553107901667,0
174,0.15717291973775743,0.6846756574034194,0.6103012358355786,0.8484616126361256,0.05405405405405406,0.6551147181465705,0.5319866912147274,0.7758446950360391,0.4298432241873544,0.32323232323232326,0.1348314606741573,0.3116300605851563,0.0033997972782127536,0.7847600347224999,0.07547169811320754,0.5158421846651604,0.4388325172592288,0.8409735928663853,0.7204316405309721,0.37812838662881515,0.03957739647526152,0.657123519682364,0.02566118774410683,0.1505549409208269,0.6062975245719133,0.087073537769688,0.027168647588235065,0.35678958707970654,0.7955297211560337,0.06540251568345559,0.14918855318904048,0.6147552424197562,0.45530111283641717,0.10734865808508054,0.403605715113557,0.4562470046250426,0.003717837032375196,0.49277775854210387,0.017435439863617966,0.8427982015091448,0.10702887722739664,0.1917808219178082,0.514615065065817,0.0028313701242915334,0.3168282484910899,0.3363340418264555,0.5653057451537953,0.008773346072488019,0.058671535579169876,0.41512222826175754,0.14835164835164838,0.08165285352254281,0.18750000000000003,0.02080104197375564,0.006836822997666411,0.007069130456673882,0.0347838735549698,0.027492730719630872,0.18226978219206244,0.005246313114628582,0.04519564140663693,0.02392704178279482,0.16359852222583202,0.02405027796740743,0.660136543549844,0.17391304347826086,0.7775454414157469,0.026143641314532402,0.009289811840801224,0.062159440036140386,0.0016337574489627027,0.10305580252000504,0.6012438872133702,0.328956806587494,0.3839815084581393,0.02554645765804603,0.053199295142435356,0.0016999565441572152,0
175,0.11110476577801992,0.7406849527237156,0.7385129659576872,0.6263575593069257,0.10810810810810811,0.7990780135205673,0.8261339468685635,0.968429634450362,0.33616036193957083,0.27272727272727276,0.11235955056179775,0.3017342465384326,0.005554127236991131,0.9694233863012509,0.22641509433962265,0.6728729060920449,0.31798475106666163,0.9777766054725348,0.6458109103880194,0.6012517420827966,0.06152045694345143,0.4502310962074756,0.31926557853952914,0.04853739500427642,0.6723451080471914,0.11618358192971615,0.0039594937375166004,0.050138397305897274,0.9875213396069928,0.0007344381372681793,0.251977869327957,0.9481157336015713,0.43557942300886215,0.31867095262381967,0.6000750541169294,0.2939923311534544,0.010442368689207763,0.9174131378432645,0.010358734849947171,0.9510003337710792,0.02683063202053104,0.0410958904109589,0.5497599114857628,0.006600707106429503,0.32515859113601453,0.17602897055873012,0.9654560301252137,0.0011470343567358216,0.05241222785598512,0.4515231562960825,0.08241758241758243,0.12274516134470886,0.2723214285714286,0.041011302223983095,0.013903416052377788,0.0411817948696932,0.009800913433699288,0.08131128780145717,0.17763709421855461,0.02508357795829912,0.14579805798403533,0.03549989725955253,0.22347025338557955,0.03455092526073673,0.6589357022756146,0.14347826086956522,0.2449078501817813,0.04861264493779925,0.013946316849617012,0.011821783347996304,0.007640868419099633,0.10987748583109273,0.19744568041807534,0.39183999493348665,0.6780504333853299,0.055569777333443655,0.023183644216296928,0.008399785277012125,0
177,0.5691544513435582,0.8074571998858977,0.20308768286882115,0.6026539548097384,0.21621621621621623,0.6428064994536509,0.5715899163335797,0.5880895092251697,0.24533245100451895,0.6464646464646465,0.06741573033707865,0.07363644970024238,0.03321274144095381,0.372985886170635,0.2830188679245283,0.775807847438815,0.22176160053899535,0.7963328183319778,0.7852264561446396,0.44309283312526865,0.09653011438292716,0.8396876504690605,0.17001645739980148,0.05813530900280578,0.48014129637619213,0.022892888971239016,0.13738491644641082,0.7872246221042648,0.32685532019640723,0.2987372185993529,0.02457596562296071,0.6928739387803967,0.577338940654973,0.34844500754341623,0.26361605880002054,0.3405402709879068,0.008591388294388557,0.6595241277723929,0.01301728465460857,0.9479779177772752,0.04288433284205483,0.0273972602739726,0.6017371619780081,0.0037974856317034254,0.38325232879759963,0.11088859454696302,0.10296978769987064,0.07832804991312597,0.10845824191474401,0.5151012093551348,0.5329670329670331,0.08950778764057174,0.2946428571428571,0.0032739622628085085,0.07266558634247902,0.01817776403144713,0.011778094247602974,0.020013471855034257,0.23051540214174074,0.00898838507442003,0.14026745913818717,0.02043098107155425,0.24055568526079033,0.04037136803361702,0.791070518068773,0.5217391304347826,0.5600602510907777,0.0680457850124616,0.007300697981104976,0.05107751020794269,0.0008080462115782639,0.20599887799190594,0.8598970227087676,0.30454430358654766,0.2539153049186238,0.06786327663495718,0.016823039304466707,0.010588300760750655,1
179,0.22251138766659195,0.5353793329135585,0.4954969563127411,0.5265839735868268,0.10810810810810811,0.663803503723728,0.06549576759136574,0.7699976054704813,0.014517845230266795,0.6565656565656566,0.6292134831460674,0.026221503970275527,0.008694207653657617,0.7788721783771761,0.1320754716981132,0.9909882179558864,0.8502710958025954,0.8379643692939087,0.587058108399003,0.09572684560029401,0.006058153677728226,0.6541838830847247,0.07330050172575071,0.00441973361314087,0.4513398903803752,0.0020767209084465704,0.027559256755011325,0.36847713047559427,0.7997497459789165,0.06432642842643967,0.0835268657273109,0.3682061629097065,0.048961566511353125,0.2717089980806569,0.4397997905244873,0.05059375099597973,0.030842340025404955,0.1715464413456539,0.0001461832566828301,0.9953466064043693,0.017809536154027843,0.0136986301369863,0.47970212669151363,0.07714224129467616,0.00033519914008284246,0.11749078680148727,0.572147772400752,0.009309774612871004,0.05225408770071205,0.5171012382249569,0.15384615384615385,0.7700613350934998,0.20982142857142858,0.0021505666208302006,0.011445855953265669,0.0007069130456673883,0.0008471566676266568,0.028945009048872344,0.11203530595870856,0.00490185107714933,0.006240713224368484,0.012233748306157996,0.00953700497234806,0.23261485433552712,0.7119110543079035,0.11304347826086956,0.8757304596525258,0.02631572745133292,0.001149157254584757,0.06811099372161676,8.103159821966813e-06,0.011281600504293074,0.600457150652142,0.45481164506638483,0.6985936404263139,0.034938388679249026,0.033745939007446546,0.010653061010051885,2
180,0.0355250239305501,0.8374631031413733,0.844768917089378,0.7094373427651801,0.02702702702702703,0.6759942633892649,0.767684686335319,0.952231185167256,0.49007499403284527,0.5050505050505051,0.033707865168539325,0.2461949893273464,0.00142718447980402,0.9656019910034663,0.05660377358490566,0.5521657142732153,0.1128983596233733,0.9494675797175134,0.7523025116099782,0.5433566416739941,0.23738329551559068,0.5501724465881936,0.06363048280745358,0.15718378794224772,0.697669207028353,0.11343516757099101,0.004267301764269427,0.057427149067964395,0.9810756685895361,0.003615408081254917,0.3750650153375777,0.7862954271950253,0.4478053552107732,0.186319768380266,0.5175111007933508,0.3710126884040101,0.003684251819377961,0.7758368090355858,0.07063873760822614,0.8600381570815551,0.18302621122057816,0.0684931506849315,0.7178836671590119,0.0005067554481175975,0.3657100343405717,0.06337465580346524,0.9477648562914445,0.00034048458507490535,0.1902633583592992,0.482148310497518,0.06043956043956044,0.095723140184095,0.4419642857142857,0.07753752696177486,0.01879378082004788,0.07512831198103413,0.03510940228685984,0.2500279851860103,0.27086964412691966,0.0011864731730691644,0.3209983876576775,0.13202501094722024,0.3553227044871253,0.026166601542657684,0.6397118747832735,0.06956521739130435,0.5887039835800493,0.27288446300584246,0.026427214342801045,0.09334562863856546,0.007474008769888638,0.10496337415199786,0.2886172117076165,0.21204842910804894,0.5815549166917418,0.19007927738006442,0.021701197133354354,0.01555460237903852,0
185,0.392674125762343,0.3681511954407401,0.32085633450260864,0.5469541608924386,0.1891891891891892,0.8630111452002373,0.0,0.7223712490370722,0.0007128004733680778,0.6565656565656566,0.5393258426966292,0.0341364951117939,0.024741019622652932,0.7339239935158992,0.18867924528301885,0.9996369131977634,0.9957581647818644,0.8012072737649332,0.45816738540391083,0.09165619279733468,0.00017162811525812862,0.47264123403263025,0.08286228977236255,0.0004644413953555001,0.5539154365557191,0.0024767132899376574,0.034101840491812724,0.43823394761827794,0.8647062505129929,0.05651450871991041,0.043639937517016295,0.4163893404739701,0.15855782958341502,0.2989891162650788,0.3742098753748936,0.14734371230308405,0.25250804729276366,0.0,5.384990005920326e-06,0.9995134599171284,0.0,0.0273972602739726,0.4972472113688294,0.6985242569453005,0.1379001880302173,0.08753848125137599,0.680525709549308,0.010447688895713594,0.058797494942436385,0.5236981606918953,0.1263736263736264,0.13623084108153286,0.18750000000000003,0.0014469885931251898,0.016400086259424764,0.0006627309803131764,8.85752874331241e-05,0.027348255217043704,0.04127732348579384,0.005679761035293323,0.07524609955423475,0.024891301587398152,0.11759562203309408,0.026392265611469772,0.5160514720850711,0.15652173913043482,0.9999999999999999,0.02235388710122376,0.0005240771371752509,0.05911331682755474,1.756983268157312e-07,0.025050589887751024,0.36534824629843715,0.6169325166188442,0.4932909867717047,0.02930954331091319,0.01765506992228616,0.017452887186680744,1
186,0.8413452944579585,0.5644957120900651,0.07003193985465622,0.7834043141862806,0.1891891891891892,0.8130581876732228,0.5322473660478493,0.5898873330779182,0.397514385670055,0.31313131313131315,0.12359550561797752,0.31587201707924595,0.17019415175690802,0.15398718961625169,0.5283018867924528,0.6124866620321519,0.25883899848398845,0.8058187162795161,0.674904986656657,0.43142311227157115,0.07891268133591024,0.6933496988830552,0.25804448359275006,0.11954093154780256,0.7080296725074766,0.1116241949347327,0.44524034672479296,0.6690063328812507,0.12254968384989477,0.24451185632253344,0.006129380549941367,0.6592460910286073,0.3015470057607088,0.5642332631991207,0.1413263268473504,0.3441089141418351,0.005307794387331205,0.5621351037912319,0.024849026943406776,0.9057998686272996,0.06560349195936477,0.0547945205479452,0.7489759636461084,0.0027851506688290895,0.3389589235066193,0.2924899182092454,0.15422861928826398,0.6020069365507726,0.20626212002667238,0.4643497099977219,0.7197802197802199,0.05135812784539655,0.2633928571428571,4.1913802879557485e-05,0.011411002771591463,0.09871535744855316,0.025277695666786427,0.01806512956218009,0.1813915328769607,0.044676417439442624,0.12027922238732043,0.07331654679936263,0.27574569160031603,0.009101982606773102,0.42930147591518014,1.0,0.6983321954579592,0.0729598620847469,0.00012380913837078814,0.015834449887963155,0.002581619056767114,0.041286546346439926,0.7006413200526872,0.12760093857006344,0.22147216229210143,0.046095636161949206,0.11938713086474884,0.0645442159835513,2
187,0.8791022047230648,0.5099383768123948,0.056380015489898135,0.8815204786561107,0.21621621621621623,0.8166503883733449,0.6066200325038674,0.5079425618389295,0.6829700768492976,0.20606060606060617,0.1348314606741573,0.4733948279491689,0.23939104347641085,0.12694477064357557,0.33962264150943394,0.21828293200905508,0.26792866615466704,0.7247346700787611,0.653597097026686,0.47396100560678317,0.07130371805492404,0.6400795686554913,0.4389473771664402,0.23400094527526255,0.7897533754929575,0.15334443777953097,0.43754806002228736,0.7058327950996885,0.26215861154806513,0.3599859804660338,0.004583060819036866,0.6401570028591288,0.20066583143828307,0.7055912520667816,0.10476246950663909,0.4053124858417446,0.01126695924973526,0.5644701051146105,0.06474835939869453,0.727569791043979,0.04778933381250512,0.4520547945205479,0.632447744943661,0.0055453678421986605,0.27656541116014377,0.4869518644014501,0.11442220567302208,0.4181960283146748,0.21813679306186462,0.3328784832179889,0.6428571428571429,0.0470783426955083,0.21428571428571427,1.7539215294463402e-05,0.0013448933438921962,0.05228211066915059,0.0631751147859771,0.003310320347464569,0.1372556649788367,0.11021778967743642,0.10841794617797589,0.028821544934637247,0.25984100853397635,0.007802045437593757,0.3025199073920543,0.7826086956521738,0.8007056401217327,0.015581383326427575,4.540915222045923e-05,0.005772642646469271,0.003971892422733994,0.020919011194007686,0.7080305182094627,0.30168261958263015,0.38026053867314097,0.006511065179335404,0.2785902810180266,0.027724203569272764,2
189,0.7710962787509112,0.2648122941472933,0.07441537073047082,0.23413236597482184,0.4594594594594595,0.7521041701401463,0.41760032400719077,0.40739928484824306,0.38986167195257715,0.27272727272727276,0.2696629213483146,0.24344824480694977,0.0919204744024703,0.4391054265409109,0.3490566037735849,0.5762177903662775,0.2940413508236408,0.548185317097829,0.33665620985201933,0.4719664452707069,0.06301087158539387,0.310097441015872,0.02462911091439409,0.17017760492832962,0.3754444655765817,0.05216619807519877,0.08009659539199511,0.8789276174277819,0.48385523039300327,0.2950304157344399,0.006256302545465883,0.2751310090327144,0.046953282367422584,0.12281622130966768,0.09151684242276342,0.7749685081184686,0.18031723427371987,0.3349292769545365,0.021025337623045696,0.7641494980108788,0.0008048679556702191,0.19863013698630136,0.10117251208310685,0.24844156561932246,0.15610679305162678,0.650326538166627,0.35585513159696486,0.0169311610755058,0.3650041926970439,0.22907716019981367,0.21153846153846156,0.04050798326077641,0.14732142857142858,5.416631548455215e-06,0.004132114340482612,0.0,0.04742327814408763,0.0001586689882726716,0.03385727185458762,0.15663459290799017,0.09967805844477463,0.0007932859150690043,0.26043369562858193,0.004505778343520466,0.15973246002578032,0.14782608695652177,0.8294399368022932,0.00012552705219914047,5.589630148438603e-06,0.0006431961825742692,0.0002779441015548114,0.00538783215715047,0.5813372041625345,0.5412491168946916,0.41709857498110503,6.551151573299571e-05,0.4038086620535079,0.0,2
190,0.5003084566030473,0.5471163337573801,0.23698981579065054,0.3646200973220641,0.10810810810810811,0.8759685192449961,0.6619590595871971,0.6343806090746607,0.7709569263949003,0.5858585858585859,0.033707865168539325,0.4163312277434158,0.029447073314887627,0.6492298750619978,0.1509433962264151,0.2219155281129725,0.13522725184873308,0.740016154953131,0.4319020113795707,0.6297877083872369,0.16826568714587295,0.4386167607245021,0.20553706316793646,0.34952130842991136,0.7668028519121153,0.18259164342269116,0.044345529647155935,0.581068802633016,0.7686299823613493,0.11123066051287886,0.04028850587604319,0.5991540181173046,0.14779402745510814,0.3961133901124581,0.24930444445009306,0.19410969364316785,0.004673902071537927,0.558746043877944,0.1773576259150257,0.5898846946098689,0.13500092492721644,0.2465753424657534,0.717804369454278,0.0008106891306736689,0.4962834382366346,0.13863506264931036,0.5294240922005113,0.014274078969318428,0.09830024237666357,0.5824204419051897,0.15384615384615385,0.017173254130984153,0.4553571428571429,0.006703901917287796,0.007608699039925011,0.17121253860829577,0.11680153859833069,0.04959040764093917,0.06396434002902773,0.0015876201475191125,0.3391317515450355,0.2138905698062979,0.7724383268146605,0.0019878319954187503,0.1803385770867571,0.16086956521739132,0.8044622534924273,0.06116348305513924,0.0031476502386668433,0.20161316598410037,0.008175241382099964,0.028247532502822588,0.3321710564916753,0.6582827030182736,0.5284923441947171,0.08203611054578604,0.06821019735691565,0.027879287324178333,2
191,0.40633722361423413,0.5423368021955792,0.34368138051675334,0.5599395170959129,0.2702702702702703,0.7550559880321718,0.32068947764696526,0.8740517390015947,0.09679509404336,0.6363636363636365,0.12359550561797752,0.054097692582878894,0.03786724172289372,0.652421484153842,0.2830188679245283,0.9244515160189004,0.42017054469641957,0.971153617611952,0.5903167984222466,0.3116168581773463,0.04259771104501191,0.6915135043949302,0.20005868633219034,0.02016633652131102,0.5494665066346487,0.015589820569330733,0.06787637673662957,0.5469895864951917,0.7168391819765506,0.019396067382059384,0.05722486862738492,0.6638247923931799,0.42853375386107023,0.4509640521474581,0.522989775930737,0.12715347213295528,0.030434579165082118,0.6947961744917234,0.0027189647163354184,0.9789545818640287,0.013256072135684938,0.0136986301369863,0.5025681170832101,0.01723150140584279,0.3618930017720006,0.2034677466824275,0.4650577082493868,0.3858555532757281,0.028143334305460566,0.4865302587600547,0.14285714285714288,0.06883517195782902,0.18750000000000003,0.001063318824885236,0.08790310071827834,0.003534565228336942,0.003943230271128505,0.0259641579609869,0.0908311693260733,0.21861454182890658,0.15052831434703645,0.022731901215954968,0.22673203760633262,0.02083302259934753,0.6039548710678959,1.0,0.6551574446035209,0.023837867818409395,0.0005570774323631349,0.014120809338349893,0.00036687230175551914,0.10797764859977614,0.5662034580249847,0.5258744913397738,0.3851864056702655,0.033728775696990364,0.008055624985380365,0.013444568598352153,2
