,0
0,1.707622766494751
1,3.4148030281066895
2,6.117042541503906
3,1.1454758644104004
4,4.1345720291137695
5,3.1506736278533936
6,4.7431559562683105
7,2.0950167179107666
8,1.1532504558563232
9,4.05593729019165
10,1.8182706832885742
11,2.2389278411865234
12,2.4460296630859375
13,2.0080406665802
14,2.8782243728637695
15,1.6140155792236328
16,2.7449123859405518
17,3.528731107711792
18,1.70573890209198
19,1.921505331993103
20,2.5953073501586914
21,1.2056397199630737
22,1.7574758529663086
23,1.8741720914840698
24,1.3527846336364746
25,1.2265620231628418
26,2.035191535949707
27,0.8265516757965088
28,2.219104051589966
29,1.5949280261993408
30,1.5438424348831177
31,1.93442964553833
32,2.3220367431640625
33,2.683234214782715
34,1.3997660875320435
35,2.717916965484619
36,2.6735622882843018
37,0.8001697659492493
38,1.6101129055023193
39,2.2413721084594727
40,3.4915413856506348
41,3.464392900466919
42,1.7355107069015503
43,2.0936663150787354
44,0.9773558378219604
45,1.5786693096160889
46,2.6797826290130615
47,2.4130897521972656
48,3.649376153945923
49,4.041731834411621
50,1.1824979782104492
51,2.2587265968322754
52,1.3215229511260986
53,1.5692393779754639
54,2.8734641075134277
55,1.5395042896270752
56,2.6317574977874756
57,1.8654861450195312
58,1.848401665687561
59,1.721732258796692
60,1.3419350385665894
61,1.1971396207809448
62,0.6167424321174622
63,2.374140977859497
64,2.575435161590576
65,0.8266478776931763
66,1.5876628160476685
67,1.7444653511047363
68,2.357011079788208
69,2.105616569519043
70,1.7525765895843506
71,2.134227991104126
72,1.1869840621948242
73,1.5895330905914307
74,2.0243422985076904
75,3.1251468658447266
76,2.153146743774414
77,1.3078303337097168
78,1.2186048030853271
79,2.5068485736846924
80,1.8548071384429932
81,0.9437159299850464
82,2.043797731399536
83,1.10087251663208
84,2.340942859649658
85,2.303222417831421
86,1.0102678537368774
87,2.1729705333709717
88,2.4818193912506104
89,1.8218212127685547
90,1.573141098022461
91,1.8925044536590576
92,0.9425139427185059
93,0.9906373023986816
94,1.7499914169311523
95,1.7884016036987305
96,1.9935969114303589
97,2.7518839836120605
98,0.8408809900283813
99,0.9526547789573669
100,2.281698703765869
101,1.397500991821289
102,1.842957854270935
103,1.4642847776412964
104,3.1485466957092285
105,2.4162302017211914
106,1.4165871143341064
107,1.3301172256469727
108,1.2731280326843262
109,1.435553789138794
110,1.1326407194137573
111,2.3640804290771484
112,1.3178000450134277
113,3.322988271713257
114,1.6358647346496582
115,2.1784825325012207
116,2.055624485015869
117,1.4550446271896362
118,1.2543364763259888
119,0.9393054246902466
120,1.8686225414276123
121,1.7870986461639404
122,2.5588722229003906
123,2.213387966156006
124,2.172541618347168
125,1.4185185432434082
126,2.3674776554107666
127,3.0898337364196777
128,0.8595990538597107
129,1.3559341430664062
130,1.190443992614746
131,1.1249010562896729
132,1.5238735675811768
133,1.7630959749221802
134,1.4940848350524902
135,1.107988953590393
136,2.7570748329162598
137,0.9207358360290527
138,1.2746580839157104
139,2.999748945236206
140,1.175008773803711
141,0.9503361582756042
142,1.2009737491607666
143,1.1481478214263916
144,1.960737705230713
145,1.563807487487793
146,3.1070611476898193
147,1.04071843624115
148,3.4335174560546875
149,3.5519213676452637
150,4.151538848876953
151,1.4106193780899048
152,2.7124228477478027
153,1.5154073238372803
154,2.482942819595337
155,2.335284948348999
156,2.3798117637634277
